season,award,voter,outlet,place,selection,points
2024,DROTY,Gary Myers,NFL author,2,Quinyon Mitchell,5
2024,DROTY,Gary Myers,NFL author,3,Braden Fiske,3
2024,DROTY,Gary Myers,NFL author,4,Chop Robinson,2
2024,DROTY,Gary Myers,NFL author,5,Cooper DeJean,1
2024,DROTY,Laura Okmin,Fox Sports,1,Jared Verse,10
2024,DROTY,Laura Okmin,Fox Sports,2,Quinyon Mitchell,5
2024,DROTY,Laura Okmin,Fox Sports,3,Braden Fiske,3
2024,DROTY,Laura Okmin,Fox Sports,4,Chop Robinson,2
2024,DROTY,Laura Okmin,Fox Sports,5,Edgerrin Cooper,1
2024,DROTY,Dan Orlovsky,ESPN,1,Quinyon Mitchell,10
2024,DROTY,Dan Orlovsky,ESPN,2,Jared Verse,5
2024,DROTY,Dan Orlovsky,ESPN,3,Cooper DeJean,3
2024,DROTY,Dan Orlovsky,ESPN,4,Calen Bullock,2
2024,DROTY,Dan Orlovsky,ESPN,5,Terrion Arnold,1
2024,DROTY,Nick Pavlatos,SiriusXM,1,Jared Verse,10
2024,DROTY,Nick Pavlatos,SiriusXM,2,Quinyon Mitchell,5
2024,DROTY,Nick Pavlatos,SiriusXM,3,Cooper DeJean,3
2024,DROTY,Nick Pavlatos,SiriusXM,4,Tarheeb Still,2
2024,DROTY,Nick Pavlatos,SiriusXM,5,Kamari Lassiter,1
2024,DROTY,Dan Pompei,The Athletic,1,Jared Verse,10
2024,DROTY,Dan Pompei,The Athletic,2,Kamari Lassiter,5
2024,DROTY,Dan Pompei,The Athletic,3,Edgerrin Cooper,3
2024,DROTY,Dan Pompei,The Athletic,4,Chop Robinson,2
2024,DROTY,Dan Pompei,The Athletic,5,Mike Sainristil,1
2024,DROTY,Nora Princiotti,The Ringer,1,Jared Verse,10
2024,DROTY,Nora Princiotti,The Ringer,2,Chop Robinson,5
2024,DROTY,Nora Princiotti,The Ringer,3,Quinyon Mitchell,3
2024,DROTY,Nora Princiotti,The Ringer,4,Cooper DeJean,2
2024,DROTY,Nora Princiotti,The Ringer,5,Edgerrin Cooper,1
2024,DROTY,Pete Prisco,CBS,1,Jared Verse,10
2024,DROTY,Pete Prisco,CBS,2,Quinyon Mitchell,5
2024,DROTY,Pete Prisco,CBS,3,Chop Robinson,3
2024,DROTY,Pete Prisco,CBS,4,Braden Fiske,2
2024,DROTY,Pete Prisco,CBS,5,Edgerrin Cooper,1
2024,DROTY,Lorenzo Reyes,USA Today,1,Jared Verse,10
2024,DROTY,Lorenzo Reyes,USA Today,2,Quinyon Mitchell,5
2024,DROTY,Lorenzo Reyes,USA Today,3,Braden Fiske,3
2024,DROTY,Lorenzo Reyes,USA Today,4,Chop Robinson,2
2024,DROTY,Lorenzo Reyes,USA Today,5,Tarheeb Still,1
2024,DROTY,Charles Robinson,Yahoo Sports,1,Jared Verse,10
2024,DROTY,Charles Robinson,Yahoo Sports,2,Edgerrin Cooper,5
2024,DROTY,Charles Robinson,Yahoo Sports,3,Laiatu Latu,3
2024,DROTY,Charles Robinson,Yahoo Sports,4,Chop Robinson,2
2024,DROTY,Charles Robinson,Yahoo Sports,5,Mike Sainristil,1
2024,DROTY,Dianna Russini,The Athletic,1,Quinyon Mitchell,10
2024,DROTY,Dianna Russini,The Athletic,2,Jared Verse,5
2024,DROTY,Dianna Russini,The Athletic,3,Chop Robinson,3
2024,DROTY,Dianna Russini,The Athletic,4,Cooper DeJean,2
2024,DROTY,Dianna Russini,The Athletic,5,Braden Fiske,1
2024,DROTY,Armando Salguero,Outkick.com,1,Quinyon Mitchell,10
2024,DROTY,Armando Salguero,Outkick.com,2,Jared Verse,5
2024,DROTY,Armando Salguero,Outkick.com,3,Tarheeb Still,3
2024,DROTY,Armando Salguero,Outkick.com,4,Braden Fiske,2
2024,DROTY,Armando Salguero,Outkick.com,5,Edgerrin Cooper,1
2024,DROTY,Mike Sando,The Athletic,1,Jared Verse,10
2024,DROTY,Mike Sando,The Athletic,2,Quinyon Mitchell,5
2024,DROTY,Mike Sando,The Athletic,3,Braden Fiske,3
2024,DROTY,Mike Sando,The Athletic,4,Chop Robinson,2
2024,DROTY,Mike Sando,The Athletic,5,Cooper DeJean,1
2024,DROTY,Aaron Schatz,FTN Network,1,Jared Verse,10
2024,DROTY,Aaron Schatz,FTN Network,2,Quinyon Mitchell,5
2024,DROTY,Aaron Schatz,FTN Network,3,Tarheeb Still,3
2024,DROTY,Aaron Schatz,FTN Network,4,Cooper DeJean,2
2024,DROTY,Aaron Schatz,FTN Network,5,Tykee Smith,1
2024,DROTY,Adam Schein,CBS Sports,1,Jared Verse,10
2024,DROTY,Adam Schein,CBS Sports,2,Quinyon Mitchell,5
2024,DROTY,Adam Schein,CBS Sports,3,Cooper DeJean,3
2024,DROTY,Adam Schein,CBS Sports,4,Braden Fiske,2
2024,DROTY,Adam Schein,CBS Sports,5,Edgerrin Cooper,1
2024,DROTY,Mike Silver,The Athletic,1,Tarheeb Still,10
2024,DROTY,Mike Silver,The Athletic,2,Jared Verse,5
2024,DROTY,Mike Silver,The Athletic,3,Quinyon Mitchell,3
2024,DROTY,Mike Silver,The Athletic,4,Kamari Lassiter,2
2024,DROTY,Mike Silver,The Athletic,5,Cooper DeJean,1
2024,DROTY,Tom Silverstein,Milwaukee Journal-Sentinel,1,Jared Verse,10
2024,DROTY,Tom Silverstein,Milwaukee Journal-Sentinel,2,Quinyon Mitchell,5
2024,DROTY,Tom Silverstein,Milwaukee Journal-Sentinel,3,Braden Fiske,3
2024,DROTY,Tom Silverstein,Milwaukee Journal-Sentinel,4,Chop Robinson,2
2024,DROTY,Tom Silverstein,Milwaukee Journal-Sentinel,5,Calen Bullock,1
2024,DROTY,Chris Simms,NBC Sports,1,Quinyon Mitchell,10
2024,DROTY,Chris Simms,NBC Sports,2,Braden Fiske,5
2024,DROTY,Chris Simms,NBC Sports,3,Cooper DeJean,3
2024,DROTY,Chris Simms,NBC Sports,4,Chop Robinson,2
2024,DROTY,Chris Simms,NBC Sports,5,Jared Verse,1
2024,DROTY,Mike Tirico,NBC Sports,1,Jared Verse,10
2024,DROTY,Mike Tirico,NBC Sports,2,Quinyon Mitchell,5
2024,DROTY,Mike Tirico,NBC Sports,3,Chop Robinson,3
2024,DROTY,Mike Tirico,NBC Sports,4,Braden Fiske,2
2024,DROTY,Mike Tirico,NBC Sports,5,Cooper DeJean,1
2024,DROTY,Ben Volin,Boston Globe,1,Calen Bullock,10
2024,DROTY,Ben Volin,Boston Globe,2,Jared Verse,5
2024,DROTY,Ben Volin,Boston Globe,3,Braden Fiske,3
2024,DROTY,Ben Volin,Boston Globe,4,Edgerrin Cooper,2
2024,DROTY,Ben Volin,Boston Globe,5,Mike Sainristil,1
2024,DROTY,Charean Williams,Pro Football Talk,1,Jared Verse,10
2024,DROTY,Charean Williams,Pro Football Talk,2,Quinyon Mitchell,5
2024,DROTY,Charean Williams,Pro Football Talk,3,Edgerrin Cooper,3
2024,DROTY,Charean Williams,Pro Football Talk,4,Chop Robinson,2
2024,DROTY,Charean Williams,Pro Football Talk,5,Braden Fiske,1
2024,CBPOTY,Emmanuel Acho,FS1,1,Joe Burrow,10
2024,CBPOTY,Emmanuel Acho,FS1,2,Damar Hamlin,5
2024,CBPOTY,Emmanuel Acho,FS1,3,Justin Herbert,3
2024,CBPOTY,Emmanuel Acho,FS1,4,Aaron Rodgers,2
2024,CBPOTY,Emmanuel Acho,FS1,5,Kirk Cousins,1
2024,CBPOTY,Kay Adams,FanDuel TV,1,Joe Burrow,10
2024,CBPOTY,Kay Adams,FanDuel TV,2,J.K. Dobbins,5
2024,CBPOTY,Kay Adams,FanDuel TV,3,Christian Gonzalez,3
2024,CBPOTY,Kay Adams,FanDuel TV,4,Tim Patrick,2
2024,CBPOTY,Kay Adams,FanDuel TV,5,C.J. Gardner-Johnson,1
2024,CBPOTY,Greg Auman,Fox Sports,1,Joe Burrow,10
2024,CBPOTY,Greg Auman,Fox Sports,2,J.K. Dobbins,5
2024,CBPOTY,Greg Auman,Fox Sports,3,Christian Gonzalez,3
2024,CBPOTY,Greg Auman,Fox Sports,4,Kyler Murray,2
2024,CBPOTY,Greg Auman,Fox Sports,5,C.J. Gardner-Johnson,1
2024,CBPOTY,Jarrett Bell,USA Today,1,Damar Hamlin,10
2024,CBPOTY,Jarrett Bell,USA Today,2,Joe Burrow,5
2024,CBPOTY,Jarrett Bell,USA Today,3,J.K. Dobbins,3
2024,CBPOTY,Jarrett Bell,USA Today,4,Aaron Rodgers,2
2024,CBPOTY,Jarrett Bell,USA Today,5,Anthony Richardson,1
2024,CBPOTY,Dave Birkett,Detroit Free Press,1,Joe Burrow,10
2024,CBPOTY,Dave Birkett,Detroit Free Press,2,J.K. Dobbins,5
2024,CBPOTY,Dave Birkett,Detroit Free Press,3,Christian Gonzalez,3
2024,CBPOTY,Dave Birkett,Detroit Free Press,4,Tim Patrick,2
2024,CBPOTY,Dave Birkett,Detroit Free Press,5,C.J. Gardner-Johnson,1
2024,CBPOTY,Tom Brady,Fox Sports,1,Joe Burrow,10
2024,CBPOTY,Tom Brady,Fox Sports,2,Damar Hamlin,5
2024,CBPOTY,Tom Brady,Fox Sports,3,J.K. Dobbins,3
2024,CBPOTY,Tom Brady,Fox Sports,4,Cameron Heyward,2
2024,CBPOTY,Tom Brady,Fox Sports,5,Justin Herbert,1
2024,CBPOTY,Tedy Bruschi,ESPN,1,Damar Hamlin,10
2024,CBPOTY,Tedy Bruschi,ESPN,2,J.K. Dobbins,5
2024,CBPOTY,Tedy Bruschi,ESPN,3,Joe Burrow,3
2024,CBPOTY,Tedy Bruschi,ESPN,4,Christian Gonzalez,2
2024,CBPOTY,Tedy Bruschi,ESPN,5,Nick Chubb,1
2024,CBPOTY,Vic Carucci,WGRZ radio,1,Joe Burrow,10
2024,CBPOTY,Vic Carucci,WGRZ radio,2,Damar Hamlin,5
2024,CBPOTY,Vic Carucci,WGRZ radio,3,J.K. Dobbins,3
2024,CBPOTY,Vic Carucci,WGRZ radio,4,Tim Patrick,2
2024,CBPOTY,Vic Carucci,WGRZ radio,5,Kirk Cousins,1
2024,CBPOTY,Mark Craig,Minneapolis Star Tribune,1,Tim Patrick,10
2024,CBPOTY,Mark Craig,Minneapolis Star Tribune,2,J.K. Dobbins,5
2024,CBPOTY,Mark Craig,Minneapolis Star Tribune,3,Tony Jefferson,3
2024,CBPOTY,Mark Craig,Minneapolis Star Tribune,4,Joe Burrow,2
2024,CBPOTY,Mark Craig,Minneapolis Star Tribune,5,Cam Akers,1
2024,CBPOTY,Tom Curran,NBC Sports Boston,1,Christian Gonzalez,10
2024,CBPOTY,Tom Curran,NBC Sports Boston,2,Joe Burrow,5
2024,CBPOTY,Tom Curran,NBC Sports Boston,3,J.K. Dobbins,3
2024,CBPOTY,Tom Curran,NBC Sports Boston,4,Sam Darnold,2
2024,CBPOTY,Tom Curran,NBC Sports Boston,5,Mark Andrews,1
2024,CBPOTY,Nate Davis,USA Today,1,J.K. Dobbins,10
2024,CBPOTY,Nate Davis,USA Today,2,Joe Burrow,5
2024,CBPOTY,Nate Davis,USA Today,3,Damar Hamlin,3
2024,CBPOTY,Nate Davis,USA Today,4,Tim Patrick,2
2024,CBPOTY,Nate Davis,USA Today,5,Aaron Rodgers,1
2024,CBPOTY,Anthony DiGuilio,ESPN,1,Joe Burrow,10
2024,CBPOTY,Anthony DiGuilio,ESPN,2,J.K. Dobbins,5
2024,CBPOTY,Anthony DiGuilio,ESPN,3,Christian Gonzalez,3
2024,CBPOTY,Anthony DiGuilio,ESPN,4,Aaron Rodgers,2
2024,CBPOTY,Anthony DiGuilio,ESPN,5,Tim Patrick,1
2024,CBPOTY,Tony Dungy,NBC Sports,1,Sam Darnold,10
2024,CBPOTY,Tony Dungy,NBC Sports,2,J.K. Dobbins,5
2024,CBPOTY,Tony Dungy,NBC Sports,3,Nick Chubb,3
2024,CBPOTY,Tony Dungy,NBC Sports,4,Kirk Cousins,2
2024,CBPOTY,Tony Dungy,NBC Sports,5,Tim Patrick,1
2024,CBPOTY,Jori Epstein,Yahoo Sports,1,Joe Burrow,10
2024,CBPOTY,Jori Epstein,Yahoo Sports,2,J.K. Dobbins,5
2024,CBPOTY,Jori Epstein,Yahoo Sports,3,Nakobe Dean,3
2024,CBPOTY,Jori Epstein,Yahoo Sports,4,Aaron Rodgers,2
2024,CBPOTY,Jori Epstein,Yahoo Sports,5,Cameron Heyward,1
2024,CBPOTY,Doug Farrar,Athlon Sports,1,Damar Hamlin,10
2024,CBPOTY,Doug Farrar,Athlon Sports,2,Joe Burrow,5
2024,CBPOTY,Doug Farrar,Athlon Sports,3,J.K. Dobbins,3
2024,CBPOTY,Doug Farrar,Athlon Sports,4,Cameron Heyward,2
2024,CBPOTY,Doug Farrar,Athlon Sports,5,Sam Darnold,1
2024,CBPOTY,Mike Florio,Pro Football Talk,1,Joe Burrow,10
2024,CBPOTY,Mike Florio,Pro Football Talk,2,Damar Hamlin,5
2024,CBPOTY,Mike Florio,Pro Football Talk,3,Sam Darnold,3
2024,CBPOTY,Mike Florio,Pro Football Talk,4,J.K. Dobbins,2
2024,CBPOTY,Mike Florio,Pro Football Talk,5,Christian Gonzalez,1
2024,CBPOTY,Reuben Frank,NBC Sports Philadelphia,1,Joe Burrow,10
2024,CBPOTY,Reuben Frank,NBC Sports Philadelphia,2,J.K. Dobbins,5
2024,CBPOTY,Reuben Frank,NBC Sports Philadelphia,3,Zach Ertz,3
2024,CBPOTY,Reuben Frank,NBC Sports Philadelphia,4,Jonathan Taylor,2
2024,CBPOTY,Reuben Frank,NBC Sports Philadelphia,5,Jack Conklin,1
2024,CBPOTY,Rich Gannon,SiriusXM,1,Tim Patrick,10
2024,CBPOTY,Rich Gannon,SiriusXM,2,J.K. Dobbins,5
2024,CBPOTY,Rich Gannon,SiriusXM,3,Nick Chubb,3
2024,CBPOTY,Rich Gannon,SiriusXM,4,Joe Burrow,2
2024,CBPOTY,Rich Gannon,SiriusXM,5,Damar Hamlin,1
2024,CBPOTY,Mike Jones,The Athletic,1,Sam Darnold,10
2024,CBPOTY,Lindsay Jones,The Ringer,1,Joe Burrow,10
2024,CBPOTY,Jonathan Jones,CBS Sports,1,Sam Darnold,10
2024,CBPOTY,Mike Jones,The Athletic,2,Joe Burrow,5
2024,CBPOTY,Lindsay Jones,The Ringer,2,Tim Patrick,5
2024,CBPOTY,Jonathan Jones,CBS Sports,2,Joe Burrow,5
2024,CBPOTY,Mike Jones,The Athletic,3,Nick Chubb,3
2024,CBPOTY,Lindsay Jones,The Ringer,3,J.K. Dobbins,3
2024,CBPOTY,Jonathan Jones,CBS Sports,3,J.K. Dobbins,3
2024,CBPOTY,Mike Jones,The Athletic,4,J.K. Dobbins,2
2024,CBPOTY,Lindsay Jones,The Ringer,4,Aaron Rodgers,2
2024,CBPOTY,Jonathan Jones,CBS Sports,4,Christian Gonzalez,2
2024,CBPOTY,Mike Jones,The Athletic,5,Aaron Rodgers,1
2024,CBPOTY,Lindsay Jones,The Ringer,5,Cameron Heyward,1
2024,CBPOTY,Jonathan Jones,CBS Sports,5,Cameron Heyward,1
2024,CBPOTY,Ira Kaufman,JoeBucsFan.com,1,Joe Burrow,10
2024,CBPOTY,Ira Kaufman,JoeBucsFan.com,2,J.K. Dobbins,5
2024,CBPOTY,Ira Kaufman,JoeBucsFan.com,3,Kyler Murray,3
2024,CBPOTY,Ira Kaufman,JoeBucsFan.com,4,Cameron Heyward,2
2024,CBPOTY,Ira Kaufman,JoeBucsFan.com,5,Marlon Humphrey,1
2024,CBPOTY,Mina Kimes,ESPN,1,Joe Burrow,10
2024,CBPOTY,Mina Kimes,ESPN,2,Christian Gonzalez,5
2024,CBPOTY,Mina Kimes,ESPN,3,Tim Patrick,3
2024,CBPOTY,Mina Kimes,ESPN,4,Justin Herbert,2
2024,CBPOTY,Mina Kimes,ESPN,5,Damar Hamlin,1
2024,CBPOTY,Aditi Kinkhabwala,CBS,1,J.K. Dobbins,10
2024,CBPOTY,Aditi Kinkhabwala,CBS,2,Joe Burrow,5
2024,CBPOTY,Aditi Kinkhabwala,CBS,3,Sam Darnold,3
2024,CBPOTY,Aditi Kinkhabwala,CBS,4,Damar Hamlin,2
2024,CBPOTY,Aditi Kinkhabwala,CBS,5,Aaron Rodgers,1
2024,CBPOTY,Pat Kirwan,SiriusXM,1,Joe Burrow,10
2024,CBPOTY,Pat Kirwan,SiriusXM,2,Sam Darnold,5
2024,CBPOTY,Pat Kirwan,SiriusXM,3,Nick Chubb,3
2024,CBPOTY,Pat Kirwan,SiriusXM,4,Aaron Rodgers,2
2024,CBPOTY,Pat Kirwan,SiriusXM,5,J.K. Dobbins,1
2024,CBPOTY,Diante Lee,The Ringer,1,Sam Darnold,10
2024,CBPOTY,Diante Lee,The Ringer,2,J.K. Dobbins,5
2024,CBPOTY,Diante Lee,The Ringer,3,Nick Chubb,3
2024,CBPOTY,Diante Lee,The Ringer,4,Kirk Cousins,2
2024,CBPOTY,Diante Lee,The Ringer,5,Tim Patrick,1
2024,CBPOTY,John McMullen,Sports Illustrated Now,1,Joe Burrow,10
2024,CBPOTY,John McMullen,Sports Illustrated Now,2,J.K. Dobbins,5
2024,CBPOTY,John McMullen,Sports Illustrated Now,3,Aaron Rodgers,3
2024,CBPOTY,John McMullen,Sports Illustrated Now,4,Damar Hamlin,2
2024,CBPOTY,John McMullen,Sports Illustrated Now,5,Tim Patrick,1
2024,CBPOTY,Jim Miller,SiriusXM,1,Sam Darnold,10
2024,CBPOTY,Jim Miller,SiriusXM,2,Nick Chubb,5
2024,CBPOTY,Jim Miller,SiriusXM,3,J.K. Dobbins,3
2024,CBPOTY,Jim Miller,SiriusXM,4,Christian Gonzalez,2
2024,CBPOTY,Jim Miller,SiriusXM,5,Joe Burrow,1
2024,CBPOTY,Sam Monson,The 33rd Team,1,J.K. Dobbins,10
2024,CBPOTY,Sam Monson,The 33rd Team,2,Cameron Heyward,5
2024,CBPOTY,Sam Monson,The 33rd Team,3,Joe Burrow,3
2024,CBPOTY,Sam Monson,The 33rd Team,4,Dre Greenlaw,2
2024,CBPOTY,Sam Monson,The 33rd Team,5,Cam Akers,1
2024,CBPOTY,Bruce Murray,SiriusXM,1,Tim Patrick,10
2024,CBPOTY,Bruce Murray,SiriusXM,2,J.K. Dobbins,5
2024,CBPOTY,Bruce Murray,SiriusXM,3,Nick Chubb,3
2024,CBPOTY,Bruce Murray,SiriusXM,4,Christian Gonzalez,2
2024,CBPOTY,Bruce Murray,SiriusXM,5,Joe Burrow,1
2024,CBPOTY,Gary Myers,NFL author,1,Joe Burrow,10
2024,CBPOTY,Gary Myers,NFL author,2,Saquon Barkley,5
2024,CBPOTY,Gary Myers,NFL author,3,J.K. Dobbins,3
2024,CBPOTY,Gary Myers,NFL author,4,Aaron Rodgers,2
2024,CBPOTY,Gary Myers,NFL author,5,Kirk Cousins,1
2024,CBPOTY,Laura Okmin,Fox Sports,1,Joe Burrow,10
2024,CBPOTY,Laura Okmin,Fox Sports,2,J.K. Dobbins,5
2024,CBPOTY,Laura Okmin,Fox Sports,3,Tim Patrick,3
2024,CBPOTY,Laura Okmin,Fox Sports,4,Damar Hamlin,2
2024,CBPOTY,Laura Okmin,Fox Sports,5,Cameron Heyward,1
2024,CBPOTY,Dan Orlovsky,ESPN,1,Joe Burrow,10
2024,CBPOTY,Dan Orlovsky,ESPN,2,Cameron Heyward,5
2024,CBPOTY,Dan Orlovsky,ESPN,3,Damar Hamlin,3
2024,CBPOTY,Dan Orlovsky,ESPN,4,J.K. Dobbins,2
2024,CBPOTY,Dan Orlovsky,ESPN,5,Tim Patrick,1
2024,CBPOTY,Nick Pavlatos,SiriusXM,1,Joe Burrow,10
2024,CBPOTY,Nick Pavlatos,SiriusXM,2,J.K. Dobbins,5
2024,CBPOTY,Nick Pavlatos,SiriusXM,3,Tim Patrick,3
2024,CBPOTY,Nick Pavlatos,SiriusXM,4,Christian Gonzalez,2
2024,CBPOTY,Nick Pavlatos,SiriusXM,5,Cameron Heyward,1
2024,CBPOTY,Dan Pompei,The Athletic,1,Joe Burrow,10
2024,CBPOTY,Dan Pompei,The Athletic,2,Aaron Rodgers,5
2024,CBPOTY,Dan Pompei,The Athletic,3,Christian Gonzalez,3
2024,CBPOTY,Dan Pompei,The Athletic,4,J.K. Dobbins,2
2024,CBPOTY,Dan Pompei,The Athletic,5,Tim Patrick,1
2024,CBPOTY,Nora Princiotti,The Ringer,1,Joe Burrow,10
2024,CBPOTY,Nora Princiotti,The Ringer,2,J.K. Dobbins,5
2024,CBPOTY,Nora Princiotti,The Ringer,3,Kyler Murray,3
2024,CBPOTY,Nora Princiotti,The Ringer,4,Cameron Heyward,2
2024,CBPOTY,Nora Princiotti,The Ringer,5,Tony Jefferson,1
2024,CBPOTY,Pete Prisco,CBS,1,Joe Burrow,10
2024,CBPOTY,Pete Prisco,CBS,2,Christian Gonzalez,5
2024,CBPOTY,Pete Prisco,CBS,3,J.K. Dobbins,3
2024,CBPOTY,Pete Prisco,CBS,4,Kyler Murray,2
2024,CBPOTY,Pete Prisco,CBS,5,Justin Herbert,1
2024,CBPOTY,Lorenzo Reyes,USA Today,1,Joe Burrow,10
2024,CBPOTY,Lorenzo Reyes,USA Today,2,J.K. Dobbins,5
2024,CBPOTY,Lorenzo Reyes,USA Today,3,C.J. Gardner-Johnson,3
2024,CBPOTY,Lorenzo Reyes,USA Today,4,Kyler Murray,2
2024,CBPOTY,Lorenzo Reyes,USA Today,5,Tim Patrick,1
2024,CBPOTY,Charles Robinson,Yahoo Sports,1,Joe Burrow,10
2024,CBPOTY,Charles Robinson,Yahoo Sports,2,J.K. Dobbins,5
2024,CBPOTY,Charles Robinson,Yahoo Sports,3,Christian Gonzalez,3
2024,CBPOTY,Charles Robinson,Yahoo Sports,4,Aaron Rodgers,2
2024,CBPOTY,Charles Robinson,Yahoo Sports,5,C.J. Gardner-Johnson,1
2024,CBPOTY,Dianna Russini,The Athletic,1,Sam Darnold,10
2024,CBPOTY,Dianna Russini,The Athletic,2,Russell Wilson,5
2024,CBPOTY,Dianna Russini,The Athletic,3,Joe Burrow,3
2024,CBPOTY,Dianna Russini,The Athletic,4,J.K. Dobbins,2
2024,CBPOTY,Dianna Russini,The Athletic,5,Cameron Heyward,1
2024,CBPOTY,Armando Salguero,Outkick.com,1,Joe Burrow,10
2024,CBPOTY,Armando Salguero,Outkick.com,2,Kyler Murray,5
2024,CBPOTY,Armando Salguero,Outkick.com,3,Christian Gonzalez,3
2024,CBPOTY,Armando Salguero,Outkick.com,4,Damar Hamlin,2
